Strain,Type,Effects
Sweet-Harlem-Diesel,hybrid,"Aroused,Talkative,Uplifted,Creative,Euphoric"
Sweet-Hawaiian-Tangie-Banana,hybrid,"Happy,Relaxed"
Sweet-Jane,sativa,"Happy,Focused,Aroused,Sleepy,Tingly"
Sweet-Kush,hybrid,"Hungry,Happy,Relaxed,Euphoric,Sleepy"
Sweet-Lafayette,indica,"Relaxed,Happy,Euphoric,Uplifted,Aroused"
Sweet-Nina,hybrid,"Happy,Relaxed,Euphoric,Focused,Uplifted"
Sweet-Pebbles,hybrid,"Euphoric,Creative,Happy,Focused,Relaxed"
Sweet-Skunk,hybrid,"Energetic,Euphoric,Creative,Happy,Aroused"
Sweet-Tooth,indica,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
Sweet-And-Sour-Widow,indica,"Relaxed,Uplifted,Happy,Focused,Sleepy"
Swiss-Bliss,hybrid,"Euphoric,Happy,Talkative,Creative,Giggly"
Swiss-Gold,sativa,"Relaxed,Happy,Focused,Uplifted,Hungry"
Swiss,indica,"Energetic,Creative,Relaxed,Happy,Uplifted"
Swiss-Sativa,sativa,None
Swiss-Tsunami,sativa,"Relaxed,Uplifted,Focused,Happy,Sleepy"
Thc-Bomb,hybrid,"Relaxed,Happy,Giggly,Uplifted,Hungry"
Tjs-Cbd,hybrid,"Focused,Uplifted,Creative,Talkative,Energetic"
Tahoe-Alien,hybrid,"Relaxed,Happy,Hungry,Creative,Euphoric"
Tahoe-Frostbite,hybrid,"Aroused,Talkative,Euphoric,Happy,Relaxed"
Tahoe-Hydro-Champagne,hybrid,"Energetic,Happy,Talkative,Tingly,Uplifted"
Tahoe-Hydro-Og,hybrid,"Euphoric,Relaxed,Tingly,Happy,Sleepy"
Tahoe-Og,hybrid,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
Tahoe-Purps,indica,"Sleepy,Creative,Hungry,Relaxed"
Taliban-Poison,indica,"Hungry,Aroused,Sleepy,Giggly,Happy"
Tangelo,hybrid,"Euphoric,Happy,Uplifted,Energetic,Focused"
Tangelo-Kush,hybrid,"Relaxed,Sleepy,Giggly,Talkative,Uplifted"
Tangenesia,hybrid,None
Tangerine,hybrid,"Happy,Uplifted,Energetic,Relaxed,Creative"
Tangerine-Dream,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
Tangerine-Haze,hybrid,"Talkative,Uplifted,Energetic,Euphoric,Happy"
Tangerine-Kush,indica,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
Tangerine-Man,sativa,"Euphoric,Energetic,Uplifted,Hungry,Happy"
Tangerine-Power,hybrid,"Happy,Relaxed,Tingly,Sleepy,Uplifted"
Tangerine-Sunrise,sativa,"Tingly,Relaxed,Aroused,Happy,Creative"
Tangerine-Trainwreck-Haze,sativa,"Euphoric,Aroused,Uplifted,Creative,Energetic"
Tangie,sativa,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
Tangie-Dream,hybrid,"Tingly,Creative,Focused,Uplifted,Happy"
Tangie-Ghost-Train,sativa,"Uplifted,Happy,Energetic,Euphoric,Focused"
Tangie-Sunrise,hybrid,"Tingly,Uplifted,Euphoric,Happy,Relaxed"
Tangier-Chilly,hybrid,"Talkative,Uplifted,Creative,Energetic,Giggly"
Tangilope,sativa,"Happy,Uplifted,Energetic,Talkative,Creative"
Tango-Kush,hybrid,"Energetic,Focused,Uplifted,Euphoric,Happy"
Tardis,sativa,"Talkative,Creative,Euphoric,Focused,Aroused"
Tembo-Kush,hybrid,"Happy,Euphoric,Creative,Relaxed,Focused"
Terminator-Og,indica,"Relaxed,Happy,Sleepy,Creative,Euphoric"
Tesla,hybrid,"Uplifted,Relaxed,Happy,Euphoric,Giggly"
Tesla-Tower,sativa,"Tingly,Uplifted,Relaxed,Creative,Energetic"
Thai,sativa,"Happy,Relaxed,Focused,Uplifted,Energetic"
Thai-Girl,hybrid,"Euphoric,Relaxed,Energetic,Focused,Tingly"
Thai-Haze,sativa,"Creative,Energetic,Happy,Aroused,Euphoric"
Thai-Lights,hybrid,"Uplifted,Happy,Euphoric,Relaxed,Energetic"
Thai-Tanic,sativa,"Energetic,Uplifted,Happy,Focused,Euphoric"
Thaidal-Wave,hybrid,"Uplifted,Euphoric,Creative,Energetic,Focused"
The-Big-Dirty,hybrid,"Uplifted,Hungry,Relaxed"
The-Black,indica,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
The-Blintz,hybrid,"Uplifted,Creative,Energetic,Focused,Happy"
The-Blood,sativa,"Uplifted,Aroused,Creative,Energetic,Euphoric"
The-Brotherhood,hybrid,"Happy,Uplifted,Euphoric,Relaxed,Hungry"
The-Cough,sativa,"Uplifted,Euphoric,Energetic,Focused,Giggly"
The-Doctor,indica,"Euphoric,Happy,Sleepy,Aroused,Energetic"
The-Flav,hybrid,"Euphoric,Relaxed,Happy,Sleepy,Energetic"
The-Fork,sativa,None
The-Gift,hybrid,"Uplifted,Relaxed"
The-Grunk,hybrid,"Euphoric,Happy,Uplifted,Relaxed,Tingly"
Hog,indica,"Giggly,Sleepy,Relaxed,Euphoric,Happy"
The-Loops,indica,"Euphoric,Giggly,Happy,Relaxed,Sleepy"
The-Ox,indica,"Relaxed,Hungry,Euphoric,Happy,Uplifted"
The-One,hybrid,"Happy,Giggly,Euphoric,Relaxed,Tingly"
The-Ooze,indica,"Tingly,Uplifted,Creative,Euphoric,Focused"
The-Sauce,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Creative"
The-Sheriff,hybrid,"Sleepy,Uplifted,Relaxed"
The-Sister,indica,"Relaxed,Uplifted,Creative,Euphoric,Focused"
The-Third-Dimension,hybrid,"Uplifted,Happy,Energetic,Euphoric,Creative"
The-Truth,hybrid,"Relaxed,Uplifted,Euphoric,Happy,Sleepy"
The-Void,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Sleepy"
The-White,hybrid,"Relaxed,Euphoric,Happy,Creative,Uplifted"
The-White-Angel,hybrid,"Aroused,Relaxed"
The-Wife,hybrid,"Relaxed,Uplifted,Happy,Tingly,Euphoric"
The-Wills,hybrid,"Talkative,Tingly,Uplifted,Creative,Euphoric"
Thelonious-Skunk,hybrid,"Euphoric,Happy,Relaxed,Uplifted,Energetic"
Thin-Mint,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Hungry"
Think-Different,hybrid,"Happy,Energetic,Creative,Focused,Uplifted"
Thors-Hammer,sativa,"Euphoric,Creative,Energetic,Happy,Aroused"
Throwback-Kush,indica,"Hungry,Relaxed,Sleepy,Happy"
Thunderbird-Rose,sativa,"Euphoric,Uplifted,Relaxed,Focused,Happy"
Thunderstruck,sativa,"Relaxed,Uplifted,Creative,Focused,Talkative"
Tickle-Kush,hybrid,"Happy,Uplifted,Creative,Euphoric,Sleepy"
Tiger-Woods,hybrid,"Relaxed,Giggly,Hungry,Creative,Energetic"
Tigers-Milk,indica,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
Tigermelon,indica,"Happy,Creative,Relaxed"
Tillamook-Strawberry,hybrid,"Happy,Relaxed,Focused,Euphoric,Energetic"
Timewreck,sativa,"Euphoric,Happy,Uplifted,Talkative,Giggly"
Tina-Danza,hybrid,"Happy,Euphoric,Relaxed,Sleepy,Creative"
Titans-Haze,sativa,"Happy,Tingly,Energetic,Euphoric,Talkative"
Tokyo-Og,hybrid,"Euphoric,Relaxed,Happy,Uplifted,Sleepy"
Tommys-Home-Grown,hybrid,"Energetic,Relaxed,Uplifted,Creative,Focused"
Tonics-Web,indica,None
Tora-Bora,indica,"Happy,Relaxed,Sleepy,Euphoric,Creative"
Toxic,hybrid,"Sleepy,Focused,Happy,Relaxed,Energetic"
Toxic-Punch,hybrid,"Happy,Hungry,Relaxed,Energetic,Uplifted"
Training-Day,indica,"Relaxed,Euphoric,Tingly,Happy,Sleepy"
Trainwreck,hybrid,"Happy,Euphoric,Relaxed,Uplifted,Creative"
Tranquil-Elephantizer-Remix,indica,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
Transformer,hybrid,"Sleepy,Tingly,Uplifted,Creative,Energetic"
Trash,hybrid,"Relaxed,Happy,Uplifted,Euphoric,Focused"
Travel-Joint,hybrid,"Relaxed,Focused,Aroused,Uplifted,Energetic"
Treasure-Island,hybrid,"Focused,Relaxed,Uplifted,Energetic,Happy"
Tree-Of-Life,hybrid,"Happy,Creative,Relaxed,Uplifted,Euphoric"
Tres-Dawg,hybrid,"Relaxed,Sleepy,Happy,Uplifted,Energetic"
Triangle-Kush,indica,"Relaxed,Sleepy,Euphoric,Happy,Creative"
Trident,hybrid,"Relaxed,Happy,Uplifted,Focused,Tingly"
Trifecta,hybrid,"Tingly,Sleepy,Hungry,Happy,Uplifted"
Trinity,sativa,"Happy,Uplifted,Euphoric,Relaxed,Aroused"
Triple-Cheese,indica,"Relaxed,Sleepy,Happy,Euphoric,Tingly"
Triple-Diesel,sativa,"Relaxed,Focused,Sleepy,Euphoric,Happy"
Trix,sativa,"Uplifted,Energetic,Focused,Relaxed,Tingly"
Tropic-Thunder,hybrid,"Happy,Uplifted,Energetic,Creative,Relaxed"
Tropical-Tang,hybrid,"Happy,Focused,Relaxed,Euphoric,Creative"
Tropicali,hybrid,"Euphoric,Uplifted,Relaxed,Energetic,Happy"
True-Og,indica,"Relaxed,Euphoric,Happy,Sleepy,Creative"
True-X,indica,"Uplifted,Focused,Sleepy,Relaxed,Tingly"
Truffle-Butter,indica,"Aroused,Sleepy,Euphoric,Giggly,Happy"
Truth-Serum,hybrid,"Talkative,Energetic,Happy,Sleepy,Uplifted"
Tuna-Kush,indica,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
Tuna-Og,hybrid,"Energetic,Giggly,Happy,Aroused,Talkative"
Turbo-Mind-Warp,hybrid,"Happy,Hungry,Uplifted,Euphoric,Focused"
Tutankhamon,sativa,"Happy,Focused,Uplifted,Energetic,Euphoric"
Tutti-Frutti,hybrid,"Happy,Euphoric,Uplifted,Energetic,Relaxed"
Twista,sativa,"Creative,Energetic,Happy,Talkative,Focused"
Twisted-Citrus,sativa,"Energetic,Uplifted,Relaxed,Creative,Happy"
Tyson,indica,"Relaxed,Sleepy,Uplifted,Hungry,Happy"
U2-Kush,indica,"Relaxed,Happy,Uplifted,Hungry,Giggly"
Uk-Cheese,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Energetic"
Uw,indica,"Relaxed,Sleepy,Hungry,Happy,Uplifted"
Ultimate-Trainwreck,sativa,"Euphoric,Energetic,Aroused,Focused,Happy"
Ultra-Banana,indica,"Sleepy,Tingly,Giggly,Hungry,Relaxed"
Ultra-Sonja,hybrid,"Relaxed,Giggly,Euphoric,Focused,Tingly"
Ultra-Sour,sativa,"Uplifted,Creative,Energetic,Euphoric,Focused"
Ultraviolet-Og,indica,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
Urkle-Train-Haze,hybrid,"Happy,Euphoric,Uplifted,Talkative,Relaxed"
Vcdc,hybrid,"Relaxed,Happy,Euphoric,Focused,Uplifted"
Az-Super-Sour-Og,hybrid,"Uplifted,Happy,Giggly,Energetic,Relaxed"
Vader-Og,indica,"Sleepy,Relaxed,Happy,Euphoric,Hungry"
Valentine-X,hybrid,"Relaxed,Creative,Tingly,Euphoric,Focused"
Valley-Ghash,hybrid,"Euphoric,Relaxed,Sleepy,Hungry,Happy"
Valley-Girl,hybrid,"Happy,Relaxed,Euphoric,Energetic,Uplifted"
Vanilla-Kush,indica,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
Vanilluna,hybrid,"Sleepy,Happy,Relaxed"
Velvet-Bud,sativa,"Uplifted,Energetic,Euphoric,Talkative,Aroused"
Velvet-Purps,hybrid,"Happy,Relaxed,Euphoric,Sleepy,Tingly"
Venice-Og,sativa,"Uplifted,Happy,Energetic,Creative,Focused"
Venom-Og,hybrid,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
Venus-Og,hybrid,"Focused,Tingly,Happy,Uplifted,Creative"
Verde-Electric,hybrid,"Happy,Euphoric,Creative,Relaxed,Hungry"
Versace,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
Very-Berry-Haze,sativa,"Happy,Uplifted,Euphoric,Hungry,Relaxed"
Vietnamese-Bubba,hybrid,"Euphoric,Hungry,Relaxed,Uplifted,Happy"
Violator-Kush,indica,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
Violet-Delight,hybrid,"Happy,Relaxed,Uplifted,Focused,Sleepy"
Violeta,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
Viper,sativa,"Energetic,Talkative,Happy,Giggly,Uplifted"
Voodoo,sativa,"Happy,Relaxed,Uplifted,Euphoric,Tingly"
Vortex,sativa,"Uplifted,Happy,Euphoric,Talkative,Energetic"
Wmd,indica,"Relaxed,Happy,Euphoric,Tingly,Hungry"
Wsu,indica,"Relaxed,Euphoric,Hungry,Happy,Talkative"
Wtf,hybrid,"Happy,Energetic,Focused,Relaxed,Creative"
Waipi-O-Hapa,sativa,"Energetic,Focused,Uplifted,Creative,Relaxed"
Waldo,hybrid,"Creative,Tingly,Euphoric,Hungry,Uplifted"
Walker-Kush,hybrid,"Relaxed,Uplifted,Happy,Focused,Euphoric"
Wally-Og,hybrid,"Relaxed,Happy,Sleepy,Creative,Focused"
Walrus-Kush,hybrid,"Happy,Giggly,Uplifted,Creative,Hungry"
Walter-White,hybrid,"Happy,Relaxed,Energetic,Uplifted,Euphoric"
Wappa,hybrid,"Happy,Giggly,Relaxed,Hungry,Uplifted"
Warlock,hybrid,"Relaxed,Hungry,Happy,Euphoric,Uplifted"
Washing-Machine,indica,"Creative,Relaxed,Sleepy,Talkative,Tingly"
Watermelon,indica,"Relaxed,Happy,Hungry,Sleepy,Euphoric"
Webster,sativa,"Relaxed,Uplifted,Happy,Sleepy,Talkative"
Wedding-Cake,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Focused"
Wellness-Og,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Creative"
Wembley,indica,"Tingly,Creative,Energetic,Giggly,Happy"
West-Coast-Dawg,indica,"Relaxed,Happy,Euphoric,Uplifted,Creative"
West-Og,indica,"Relaxed,Happy,Creative,Hungry,Sleepy"
Wet-Dream,sativa,"Uplifted,Energetic,Happy,Euphoric,Creative"
Whitaker-Blues,indica,"Relaxed,Sleepy,Happy,Uplifted,Euphoric"
White-99,hybrid,"Energetic,Uplifted,Euphoric,Happy,Relaxed"
White-Bastard,indica,"Relaxed,Euphoric,Sleepy,Focused,Happy"
White-Berry,indica,"Relaxed,Happy,Uplifted,Sleepy,Euphoric"
White-Bubblegum,indica,"Giggly,Aroused,Sleepy,Talkative,Tingly"
White-Buffalo,sativa,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
White-Caramel-Cookies,indica,"Euphoric,Relaxed,Aroused,Sleepy,Talkative"
White-Cheese,hybrid,"Relaxed,Creative,Talkative,Happy,Euphoric"
White-Chocolate,hybrid,"Talkative,Energetic,Happy,Uplifted,Euphoric"
White-Cookies,hybrid,"Relaxed,Happy,Euphoric,Focused,Uplifted"
White-Dawg,hybrid,"Relaxed,Uplifted,Happy,Giggly,Hungry"
White-Diesel,hybrid,"Relaxed,Euphoric,Uplifted,Creative,Happy"
White-Dragon,indica,"Relaxed,Happy,Hungry,Euphoric,Uplifted"
White-Dream,hybrid,"Relaxed,Energetic,Uplifted,Happy,Euphoric"
White-Durban,sativa,"Energetic,Aroused,Tingly,Uplifted,Talkative"
White-Elephant,hybrid,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
White-Empress,indica,"Energetic,Euphoric,Happy,Relaxed,Sleepy"
White-Fire-43,indica,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
White-Fire-Alien-Og,hybrid,"Relaxed,Uplifted,Happy,Tingly,Euphoric"
White-Fire-Og,hybrid,"Happy,Uplifted,Relaxed,Energetic,Euphoric"
White-Girl,hybrid,"Talkative,Uplifted,Hungry,Relaxed,Euphoric"
White-Gold,hybrid,"Relaxed,Happy,Euphoric,Talkative,Uplifted"
White-Gorilla,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Hungry"
White-Haze,sativa,"Creative,Energetic,Happy,Uplifted,Euphoric"
White-Knight,hybrid,"Creative,Relaxed,Happy,Sleepy,Energetic"
White-Kryptonite,indica,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
White-Kush,indica,"Relaxed,Sleepy,Euphoric,Talkative,Happy"
White-Lsd,sativa,"Talkative,Uplifted,Creative,Energetic,Euphoric"
White-Lavender,hybrid,"Happy,Giggly,Relaxed,Energetic,Uplifted"
White-Lightning,hybrid,"Happy,Giggly,Uplifted,Euphoric,Relaxed"
White-Lotus,hybrid,"Relaxed,Euphoric,Focused,Happy,Sleepy"
White-Nightmare,sativa,"Uplifted,Euphoric,Happy,Focused,Sleepy"
White-Og,indica,"Relaxed,Focused,Euphoric,Sleepy,Happy"
White-Queen,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
White-Rhino,indica,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
White-Romulan,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Creative"
White-Russian,hybrid,"Relaxed,Happy,Euphoric,Talkative,Focused"
White-Ryder,hybrid,None
White-Sangria,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Hungry"
White-Siberian,hybrid,"Uplifted,Focused,Energetic,Creative,Happy"
White-Skunk,hybrid,"Relaxed,Happy,Tingly,Euphoric,Uplifted"
White-Slipper,hybrid,"Uplifted,Happy,Talkative,Relaxed,Creative"
White-Smurf,hybrid,"Talkative,Uplifted,Focused,Giggly,Happy"
White-Strawberry,hybrid,Happy
White-Tahoe-Cookies,indica,"Aroused,Sleepy,Uplifted,Creative,Euphoric"
White-Tygh-Dream,indica,"Sleepy,Relaxed,Happy,Focused,Uplifted"
White-Urkle,hybrid,"Relaxed,Happy,Tingly,Euphoric,Uplifted"
White-Walker-Kush,hybrid,"Happy,Energetic,Uplifted,Euphoric,Creative"
White-Walrus,hybrid,"Talkative,Uplifted,Creative,Energetic,Euphoric"
White-Widow,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
White-Zombie,hybrid,"Happy,Creative,Relaxed,Euphoric,Uplifted"
Whiteout,hybrid,"Happy,Focused,Euphoric,Uplifted,Creative"
Whitewalker-Og,indica,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
Wild-Thailand,sativa,"Euphoric,Happy,Hungry,Talkative,Energetic"
Willie-Nelson,sativa,"Uplifted,Happy,Focused,Creative,Energetic"
Willy-Wonka,sativa,"Euphoric,Relaxed,Focused,Hungry,Talkative"
Willys-Wonder,indica,"Relaxed,Happy,Sleepy,Uplifted,Tingly"
Wonder-Haze,hybrid,"Happy,Euphoric,Creative,Energetic,Focused"
Wonder-Kid,indica,"Euphoric,Happy,Relaxed,Tingly,Uplifted"
Wonder-Woman,hybrid,"Happy,Euphoric,Relaxed,Uplifted,Creative"
Wonderwoman-Og,indica,"Relaxed,Tingly,Euphoric,Aroused,Happy"
Wonka-S-Bubbilicious,hybrid,"Creative,Hungry,Happy,Euphoric,Focused"
Woody-Kush,indica,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
Wookie,hybrid,"Talkative,Euphoric,Relaxed"
Wookies,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Focused"
Wreckage,hybrid,"Uplifted,Relaxed,Focused,Energetic,Talkative"
X-File,hybrid,"Tingly,Euphoric,Relaxed"
X-Files,hybrid,"Relaxed,Euphoric,Uplifted,Happy,Aroused"
X-Wing,indica,"Relaxed,Sleepy,Focused,Creative,Happy"
X-Tra-Chz,hybrid,"Sleepy,Uplifted,Euphoric,Happy,Hungry"
Xj-13,hybrid,"Happy,Euphoric,Relaxed,Uplifted,Creative"
Xxx-420,indica,"Relaxed,Focused,Tingly,Talkative,Happy"
Xxx-Og,indica,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
Xanadu,sativa,"Focused,Happy,Energetic,Talkative,Uplifted"
Y-Griega,sativa,"Happy,Energetic,Uplifted,Focused,Euphoric"
Yeti-Og,indica,"Relaxed,Euphoric,Sleepy,Happy,Hungry"
Yoda-Og,indica,"Relaxed,Uplifted,Sleepy,Happy,Euphoric"
Yodas-Brain,indica,"Sleepy,Happy,Aroused,Relaxed,Hungry"
Yogi-Diesel,hybrid,"Uplifted,Euphoric,Tingly,Creative,Happy"
Yumboldt,indica,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
Yummy,hybrid,"Uplifted,Relaxed,Happy,Energetic,Euphoric"
Zamaldelica,sativa,"Tingly,Uplifted,Energetic"
Zellys-Gift,sativa,"Happy,Uplifted,Energetic,Relaxed,Euphoric"
Zen,hybrid,"Happy,Energetic,Uplifted,Euphoric,Focused"
Zeta-Sage,sativa,"Happy,Relaxed,Uplifted,Euphoric,Focused"
Zeus-Og,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
Zkittlez,indica,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
Zombie-Kush,indica,"Relaxed,Sleepy,Talkative,Euphoric,Happy"
Zombie-Og,indica,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
Zoom-Pie,indica,"Hungry,Relaxed,Uplifted,Happy,Sleepy"
